Company,Project,Cost,URL,rate_card_id
Equal Experts UK Limited,UX Forms - An enterprise-ready cloud platform for webform development,"3,000 a licence a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944603426373402,n/a
Ernst & Young LLP (EY),Microsoft Dynamics 365 Project Services Automation Solution,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/827954790394160,n/a
Deloitte LLP,Cyber Incident Response,"100,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/145461532215600,n/a
Equal Experts UK Limited,"Build, Run and Operate on Microsoft Azure Cloud","250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/141783658758864,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
KPMG LLP,KPMG Powered Cyber enabled by Sailpoint,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/252922784219564,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Business Change Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/532718928091013,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Ernst & Young LLP (EY),Microsoft Dynamics 365 Upgrades and On-Premise Migration,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/500263478355339,n/a
Kainos Software Ltd,Digital Transformation for Health and NHS,690.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/202335625504646,KainosSoftwareLtd_202335625504646-sfia-rate-card-2022-05-16-1408.pdf
Cognizant Worldwide Limited,Azure Migration Services,"8,814 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/701123831295268,CognizantWorldwideLimited_701123831295268-sfia-rate-card-2022-05-12-1357.pdf
Equal Experts UK Limited,Disruptive Strategy Workshops,"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/983232114282846,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Capgemini UK plc,Atlassian Easy Start,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/645365724258954,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Deloitte LLP,LeaseLight for IFRS 16 Reporting,"40,000 a licence",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/128482851246116,n/a
Cognizant Worldwide Limited,DevOps Cloud Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/385609621700001,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,KPMG Powered Procurement,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/983660162371512,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Ernst & Young LLP (EY),Microsoft Dynamics 365 Customer Self-Service Portals,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/937123820374683,n/a
Kainos Software Ltd,Legacy Modernisation,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944699858529910,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Equal Experts UK Limited,User Research,"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/558598120148375,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Ernst & Young LLP (EY),ServiceNow Architecture Design,"200 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/708220841591821,n/a
Deloitte LLP,Electronic Patient Record (EPR) Cloud Solution Design and Implementation,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/679629241273221,n/a
Cognizant Worldwide Limited,Intranet,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/882939845982169,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Low/No-code solutions with Microsoft Power Platform Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/277940496572546,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Kainos Software Ltd,Technology Modernisation,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/511436375397466,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
KPMG LLP,KPMG Connected Solutions,"25,000 a licence",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/926467449137338,n/a
Equal Experts UK Limited,"Build, Run and Operate on Google Cloud Platform (GCP)","250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/481778002666903,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Ernst & Young LLP (EY),People and Workforce Advanced Analytics and Data Science,400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/485675481769703,n/a
Deloitte LLP,eDiscovery (eDisclosure) and Digital Forensics,20 a gigabyte a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/362201078871113,n/a
Equal Experts UK Limited,Data Engineering on Amazon Web Services (AWS),"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/782473700318209,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Cognizant Worldwide Limited,Cloud Optimisation & Healthcheck Assessment (incl elements of WAF),"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/818010539362436,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
KPMG LLP,KPMG Powered Finance,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/990008994498011,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Digital Architecture as a Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/829221908501410,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Kainos Software Ltd,User-First Artificial Intelligence (AI) and Machine Learning (ML),595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/217549339484112,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Ernst & Young LLP (EY),Cloud-enabled Fraud Risk Management,400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/854694642346425,n/a
Deloitte LLP,Cloud Technology Operating Model and Organisation Design,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/233742665500397,n/a
Ernst & Young LLP (EY),Cyber Maturity Assessment,"200 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/343936535004347,n/a
Kainos Software Ltd,Cloud Cyber Security Services,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/379729476738163,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Cognizant Worldwide Limited,Migrating applications to the cloud,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/417807329938369,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
KPMG LLP,KPMG Powered HR,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/104693996383113,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Oracle Digital Back-Office for Higher Education,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/579661035625238,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Equal Experts UK Limited,Legacy Migration to Microsoft Azure Cloud,"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/446914891099865,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Deloitte LLP,Cloud Service Providers/Suppliers: Contract Compliance Assessments and Assurance,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375133300414098,n/a
Ernst & Young LLP (EY),Cloud Migration Planning,400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/580005763394867,Ernst&YoungLLP(EY)_510140384720685-sfia-rate-card-2022-05-11-0957.pdf
Equal Experts UK Limited,DevSecOps Accelerator,"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/188549416681928,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
KPMG LLP,KPMG Powered Risk,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/410423113114464,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Kainos Software Ltd,Launchpad,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/327169994305491,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Deloitte LLP,Cloud Technology Transformation Business Case,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799400093299547,n/a
Cognizant Worldwide Limited,Adoption and Value Creation,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/582802592365169,CognizantWorldwideLimited_198386448262515-sfia-rate-card-2022-05-10-1509.pdf
Capgemini UK plc,Team Collaboration Solutions,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/415419749006034,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Ernst & Young LLP (EY),Cloud Innovation,400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/610805616656787,n/a
Deloitte LLP,Application Managed Services,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/671803607349929,n/a
KPMG LLP,KPMG Powered ESM,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/304171078141405,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Equal Experts UK Limited,Continuous Delivery for Google Cloud Platform (GCP),"250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/715067741310265,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Cognizant Worldwide Limited,Business Intelligence Proof Of Concept and Pilot Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/464597668077980,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Kainos Software Ltd,Digital Workflow,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/128350960699855,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Capgemini UK plc,Information / Data Governance Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/312157878929387,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Ernst & Young LLP (EY),Microsoft Office 365 Consultancy Services,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/355060647864243,n/a
Cognizant Worldwide Limited,Unlocking Observability in your Organisation,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/343901381771214,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
Deloitte LLP,Cloud Solutions for the Future of the Border,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/622306282918561,n/a
KPMG LLP,Defining Control Requirements for Cloud Procurement,"360 to 2,560 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/131143655173785,KPMGLLP_131143655173785-sfia-rate-card-2022-05-17-1008.pdf
Kainos Software Ltd,Digital Experience  Strategy,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/172560816815720,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Equal Experts UK Limited,"Data Recovery, Conversion and Migration","250 to 1,500 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/778831474857571,EqualExpertsUKLimited_578827199791124-sfia-rate-card-2022-04-20-1049.pdf
Capgemini UK plc,Procurement Operating Model Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/325507152536634,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Desktop Image Engineering Service,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/217872653181365,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,Cyber Security Privileged Access Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/390741695603880,n/a
Kainos Software Ltd,"Digital Applications: Design, Build and Run",595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/522159938836621,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Ernst & Young LLP (EY),Value of Data,"1,030 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864086994526400,n/a
Capgemini UK plc,Multi-channel Communication and Digital Marketing,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/956192056915193,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Deloitte LLP,Clinical Pathway Automation,"5,000 a licence",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992086343760143,n/a
Mason Advisory Limited,Project and Portfolio Management Capability Assessment and Transformation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/942578796567433,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
Ernst & Young LLP (EY),Cloud-enabled Third-Party Risk Management (TPRM),400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/850020892928886,n/a
KPMG LLP,Data Science Capability Adoption Partner,"325 to 2,325 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/327618063739727,n/a
Cognizant Worldwide Limited,Microsoft Azure Cloud Service Delivery,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/284292445066991,n/a
Kainos Software Ltd,Data Platform Advisory and Implementation,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/972738191121350,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
Deloitte LLP,"Build, Migrate, and Manage Cloud Systems with Click Automation",390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/507360097001764,n/a
