,Company,Project,Cost,URL,rate_card_id
1439,Capgemini UK plc,Security Education & Awareness Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/176796711361786,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1440,KPMG LLP,"Microsoft Dynamics 365 CRM Customer Engagement Advisory, Design and Delivery Services (D365 CE)","360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/504552291956549,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1441,Kainos Software Ltd,AWS Managed Cloud (AWS Managed Services),0.01 a virtual machine an hour,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/100413050078275,
1442,Mason Advisory Limited,"Digital Business Strategy, Change and Operating Model","500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/256019929553180,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1443,Ernst & Young LLP (EY),Value of Data,"1,030 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864086994526400,
1444,KPMG LLP,Microsoft Power Virtual Agents / Chatbots Design and Implementation Service,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/614958444948193,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1445,Deloitte LLP,Cloud Technology Operating Model and Organisation Design,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/233742665500397,
1446,Kainos Software Ltd,Beta,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/735558016453811,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1447,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Cloud Strategy & Roadmap,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/827837797191177,
1448,Capgemini UK plc,Oracle Intelligent Supply Chain - Supplier Management,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/642941880175756,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1449,Cognizant Worldwide Limited,Microsoft Azure Cloud Service Delivery,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/284292445066991,
1450,Mason Advisory Limited,Service Management Assessment and Transformation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/339866864808384,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1451,Deloitte LLP,Cloud Service Providers/Suppliers: Contract Compliance Assessments and Assurance,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375133300414098,
1452,Capgemini UK plc,Website Accessibility Testing Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/464432407449545,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1453,Cognizant Worldwide Limited,Healthcare Data Integration and ETL Setup and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/359954557109648,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1454,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Value Assurance for Cloud Setup,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/757641237565069,
1455,Ernst & Young LLP (EY),Cloud-enabled Third-Party Risk Management (TPRM),400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/850020892928886,
1456,Kainos Software Ltd,Managed Cloud (Managed Services),50.00 a virtual machine a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/412158114547715,
1457,KPMG LLP,Microsoft Dynamics 365 Upgrade and Cloud Migration,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/727836665250762,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1458,Deloitte LLP,Cloud Technology Transformation Business Case,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799400093299547,
1459,Mason Advisory Limited,End User Compute Technology Assessment and Implementation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/460358873008290,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1460,Ernst & Young LLP (EY),Microsoft Dynamics 365 Case Management Solutions,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/878235661494097,
1461,Capgemini UK plc,Agile DevOps CI/CD Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/259329852091878,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1462,Kainos Software Ltd,Information &  Case Management,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/734481964901811,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1463,KPMG LLP,Online Customer Engagement with Microsoft Dynamics 365,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/733590633195284,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1464,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Analytics on the Cloud,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/994240013497464,
1465,Ernst & Young LLP (EY),Data Management,200 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/619321445143873,
1466,Deloitte LLP,Application Managed Services,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/671803607349929,
1467,Capgemini UK plc,"ServiceNow: Readiness Assessment, New Platform Implementation, Platform Maintenance and Upgrades",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/175447866602123,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1468,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Cloud Agile Delivery Support,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/565263836309762,
1469,KPMG LLP,Microsoft Power Platform Design and Implementation Services,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/620519228945124,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1470,Mason Advisory Limited,Network Assessment and Implementation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/743098950167369,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1471,Cognizant Worldwide Limited,Data Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/257459737559127,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1472,Kainos Software Ltd,Azure Managed Cloud (Azure Managed Services),0.01 a virtual machine an hour,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/837910335035450,
1473,Mason Advisory Limited,Cost Optimisation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/998557767324493,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1474,Ernst & Young LLP (EY),Microsoft Power BI Consultancy Services,"400 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/180883012049244,
1475,Kainos Software Ltd,Cloud Vision Workshop,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/253980258836822,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1476,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Organisation Support to Enable Cloud Based IT,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/460056433748049,
1477,Capgemini UK plc,Business Model Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574360066629670,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1478,KPMG LLP,KPMG Connected Healthcare Solutions,"25,000 a licence",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/203979946282758,
1479,Deloitte LLP,Cloud Solutions for the Future of the Border,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/622306282918561,
1480,Cognizant Worldwide Limited,eCommerce / eBusiness Services & Migration to Cloud / Cloud Co-existence Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/659991949244445,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1481,Capgemini UK plc,Integration Architecture and Solution Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/573337942329598,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1482,"McKinsey & Company, Inc. United Kingdom",Digital McKinsey – Cost Reduction to Enable Cloud Setup,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/662946640361285,
1483,Ernst & Young LLP (EY),Digital Learning and Development,400 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/683908688870410,
1484,Mason Advisory Limited,Cloud and Infrastructure Technology Assessment and Implementation Migration,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/532399019705108,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1485,Cognizant Worldwide Limited,Machine Learning (ML) Development Services enabling  patient insights and clinical reasoning,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/556067025186103,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1486,Kainos Software Ltd,Service Design,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/130662820914939,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1487,Deloitte LLP,Clinical Pathway Automation,"5,000 a licence",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992086343760143,
1488,Capgemini UK plc,"Salesforce Sales and Service Cloud advisory, implementation and support services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/405624294540440,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1489,Kainos Software Ltd,Urgent Digital Delivery / Critical Digital Delivery,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799628466776122,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1490,Cognizant Worldwide Limited,Integrated Service Desk Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/444294640306216,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1491,Deloitte LLP,"Build, Migrate, and Manage Cloud Systems with Click Automation",390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/507360097001764,
1492,"McKinsey & Company, Inc. United Kingdom",McKinsey Cyber Solutions  - Cyber Security,0 to 0 a transaction,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/162870057303842,
1493,KPMG LLP,KPMG Sofy - Support Services,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/793116265079007,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1494,Ernst & Young LLP (EY),Cloud Migration,200 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/130188274198150,
1495,Mason Advisory Limited,Service Management Tool Sourcing and Implementation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/993466406736249,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1496,Kainos Software Ltd,Alpha,595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/671105040581405,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1497,Mason Advisory Limited,Cyber Security Assessment and Implementation,"500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/935185878639129,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1498,Cognizant Worldwide Limited,Business Intelligence Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/571194998706783,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
1499,Ernst & Young LLP (EY),Cloud Security Architecture,"200 to 2,600 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/202279725741843,
1500,Capgemini UK plc,Robotic Process Automation (RPA),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/804145962943478,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1501,Deloitte LLP,"Oracle Cloud Infrastructure Strategy, Migration, and Implementation",390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/302683427246938,
1502,KPMG LLP,Optimised MI and data analytics,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/812222494534255,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1503,"McKinsey & Company, Inc. United Kingdom",McKinsey Health System Diagnostic - System-Dx,0 to 0 a licence a year,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/105225178620274,
1504,Mason Advisory Limited,"Unified Communications Strategy, Assessment, Sourcing and Implementation","500 to 1,575 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/725481554322884,MasonAdvisoryLimited_942578796567433-sfia-rate-card-2023-06-26-1131.pdf
1505,Kainos Software Ltd,User Experience (UX) and User Centred Design (UCD),595.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/936147936260579,KainosSoftwareLtd_727600483762151-sfia-rate-card-2022-05-17-0813.pdf
1506,KPMG LLP,Microsoft Power Apps Design and Implementation Services,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/745467490900912,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
1507,Capgemini UK plc,Cybersecurity - Security Management - Run Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/336357194064858,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
1508,Deloitte LLP,HR  and Payroll Cloud Solutions,390 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/486103481437148,
1509,"McKinsey & Company, Inc. United Kingdom",McKinsey Health System Capacity Planner - HealthCap,0 to 0 a licence a year,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/156313291560061,
1510,Cognizant Worldwide Limited,Managed Active Directory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/637121913965637,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
